ArtistAndTitle,Streams,Daily
The Weeknd - Wicked Games,580973535,215883
Maluma - Según Quién,580823953,1004634
Luke Combs - She Got the Best of Me,580303714,890931
Dean Lewis - Waves,580137054,174652
Billy Joel - Vienna,579641219,762744
Pop Smoke - Hello,579393490,156800
JP Cooper - September Song,579366252,67134
Kygo - Born To Be Yours,579176580,179377
The Offspring - Self Esteem,579047695,342397
Diddy - I'll Be Missing You,578558422,308897
Jennifer Lopez - On The Floor,578508394,512944
Billie Eilish - TV,578224816,548044
Famous Dex - PICK IT UP,578194533,77242
Louis Tomlinson - Back to You,577255103,46626
Iggy Azalea - Black Widow,576925920,157287
Lil Skies - Lust,576905697,299905
XXXTENTACION - I Don't Wanna Do This Anymore,576876445,468043
Rupert Holmes - Escape (The Pina Colada Song),576724951,337503
Sasha Alex Sloan - Dancing With Your Ghost,576663877,279620
SZA - Nobody Gets Me,576401076,1539133
KAROL G - EL MAKINON,576400921,258469
Ricky Montgomery - Line Without a Hook,576335868,373985
Ice Cube - You Know How We Do It,576202931,353829
BLACKPINK - Ice Cream,575803403,146688
Metallica - One (Remastered),575683195,363285
Sebastian Yatra - Un Año,575395028,207866
Arctic Monkeys - Snap Out Of It,575353256,313392
Alexandra Stan - Mr. Saxobeat,575047013,477461
Oscar Maydon - Fin de Semana,575042705,593373
50 Cent - Just A Lil Bit,574733765,428942
One Direction - History,574590018,130514
Rammstein - Du hast,574563239,485061
Justin Timberlake - Cry Me a River,574555346,228248
System Of A Down - Lonely Day,574433650,464686
Linkin Park - Crawling,574311834,474581
Taylor Swift - the 1,574143099,289570
"ROSALÍA - Yo x Ti, Tu x Mi",573948778,149478
"Daya - Sit Still, Look Pretty",573940776,216990
YNW Melly - Suicidal,573913805,163219
Saweetie - Best Friend,573778928,269110
Dusty Springfield - Son Of A Preacher Man,573441721,338228
Timbaland - Apologize,572768253,396086
Nio Garcia - AM Remix,572613653,127645
Katy Perry - Chained To The Rhythm,572596334,123654
Ski Mask The Slump God - Faucet Failure,572451384,138862
The Doobie Brothers - Listen to the Music,572308737,407002
Frank Sinatra - Let It Snow! Let It Snow! Let It Snow!,572049338,6999
King Princess - 1950,572025663,65647
Guns N' Roses - Don't Cry (Original),572019653,362746
Ava Max - So Am I,571683543,198658
Christmas Hits - Frank Sinatra,571360522,15014
Russ - What They Want,571342697,176005
Redbone - Come and Get Your Love,571256467,940840
Jack Johnson - Banana Pancakes,571058754,261594
OneRepublic - Run,571047864,380740
Luis Miguel - La Incondicional,570961868,520285
Echosmith - Cool Kids,570790910,152088
Trippie Redd - Taking A Walk,570366095,135642
Camilo - Vida de Rico,570360642,174812
AronChupa - I'm an Albatraoz,570109424,151532
Oliver Tree - Life Goes On,570042301,216466
Zara Larsson - Ruin My Life,569983127,79083
Britney Spears - Womanizer,569895475,308566
Bee Gees - More Than A Woman,569800664,576587
U2 - Beautiful Day,569736160,261532
John Lennon - Happy Xmas (War Is Over),569612516,22264
Roar - I Can't Handle Change,569433853,458887
Avril Lavigne - Sk8er Boi,569381793,358995
Jarabe De Palo - La flaca,568204290,299827
Jeremy Zucker - you were good to me,568178653,134424
Demi Lovato - Confident,567984322,174153
"Daddy Yankee - Lo Que Pasó, Pasó",567935440,686087
Jessie J - Price Tag,567869248,268698
NLE Choppa - Walk Em Down,567739097,268402
Black Eyed Peas - Meet Me Halfway,567183486,484327
Romeo Santos - Eres Mía,566938292,453405
Pitbull - Hotel Room Service,566842362,413812
Bad Bunny - Una Vez,566727689,278276
Jesse & Joy - Dueles,566704111,354021
Flo Rida - Club Can't Handle Me,566586508,466037
Travis Scott - 90210,566487494,418793
Fujii Kaze - Shinunoga E-Wa,566071045,381486
Sia - Genius,565999408,266539
Queen - Radio Ga Ga,565837625,281894
Rex Orange County - Sunflower,565789242,166670
Unknown - Forever Young,565716592,379928
Amy Winehouse - Valerie,565558611,274543
Fuerza Regida - Bebe Dame,565538151,348308
"Earth, Wind & Fire - Let's Groove",565332953,374026
BTS - Blood Sweat & Tears,565203188,181312
"Roy Orbison - Oh, Pretty Woman",564952270,752282
Ozuna - Dile Que Tu Me Quieres,564705904,249501
Soulja Boy - Crank That (Soulja Boy),564613497,268211
Ozuna - Baila Baila Baila,564604933,150741
Beyoncé - 7/11,564496939,96699
Beyoncé - Run the World (Girls),564340163,149951
Band Aid - Do They Know It's Christmas?,564190874,8423
BLACKPINK - Lovesick Girls,564137803,275445
Michael Sembello - Maniac,563996299,331572
Adele - Oh My God,563881935,192033
Feid - CHORRITO PA LAS ANIMAS,563437128,607156
Eagle-Eye Cherry - Save Tonight,563392390,235221
Ozuna - Solita,563250792,182168
Lil Wayne - A Milli,563044089,273188
Chris Brown - Loyal,562427774,262123
Brett Young - In Case You Didn't Know,562417787,179617
Marshmello - Alone,562328396,130493
Manuel Turizo - La Nota,562318762,149682
Nicky Jam - Hasta el Amanecer,562201468,220117
Lifehouse - You And Me,562051941,294243
J Balvin - UN PESO,561968877,313553
Pop Smoke - The Woo,561861818,144968
Drake - Way 2 Sexy,561120359,155673
"All Time Low - Dear Maria, Count Me In",561010719,313341
J Balvin - Safari,560910213,137777
Jeremih - Don't Tell 'Em,560814694,176814
Brent Faiyaz - Clouded,560475315,398504
PUBLIC - Make You Mine,560411042,164530
GoldLink - Crew,559896137,236804
Taio Cruz - Break Your Heart,559508985,451840
Sam Feldt - Post Malone,559507066,95753
ABBA - Mamma Mia,559414033,471036
Arctic Monkeys - Arabella,559120403,237532
Nicki Minaj - Only,558950293,133632
Luke Combs - Beer Never Broke My Heart,558949600,680832
Sia - Thunderclouds,558605776,124742
Halsey - You should be sad,558466692,104552
Nick Jonas - Jealous,557954642,242422
Plan B - Candy,557946544,660113
Post Malone - Hollywood's Bleeding,557821605,261539
Three Days Grace - Animal I Have Become,557535472,393829
Jack Harlow - Tyler Herro,557337124,196027
Don Henley - The Boys Of Summer,557192916,367026
David Guetta - Play Hard,556955964,305093
J. Cole - G.O.M.D,556872291,137184
Meghan Trainor - Dear Future Husband,556798708,382922
Luke Bryan - Play It Again,556741522,298734
Astrid S - Hurts So Good,556638767,187947
Ed Sheeran - Sing,556584338,125506
Gabry Ponte - Thunder,556118436,500184
Billie Eilish - listen before i go,555952742,175668
Julia Michaels - Heaven,555859852,146103
The Black Keys - Lonely Boy,555732760,513139
Doja Cat - Vegas (From the Original Motion Picture Soundtrack ELVIS),555705981,221419
Blue Öyster Cult - (Don't Fear) The Reaper,555520327,236817
Lady Gaga - Applause,555440959,348647
Sech - Otro Trago,555264113,108828
Carlos Baute - Colgando en tus manos (con Marta Sánchez),555192012,274252
Gucci Mane - I Get the Bag,554986272,99992
Diplo - Heartless,554884967,877231
Juice WRLD - Righteous,554849371,123619
Richy Mitch & The Coal Miners - Evergreen,554843782,1957139
JID - Surround Sound,554767478,684643
Steppenwolf - Born To Be Wild,554686890,259230
One Direction - They Don't Know About Us,554648606,169493
Al Green - Let's Stay Together,554565678,291019
John Mayer - Your Body Is a Wonderland,554522275,136737
*NSYNC - Bye Bye Bye,554483041,233909
Starship - We Built This City,554396167,263920
Hozier - Work Song,554344859,508285
Hugh Jackman - The Greatest Show,554012570,166931
Beach Bunny - Prom Queen,553987041,519181
Ed Sheeran - Lego House,553920830,151163
NewJeans - Super Shy,553873901,769950
Tropical Florida - Club Can't Handle Me,553443583,415633
Cardi B - Please Me,553360176,294409
Dwayne Johnson - You're Welcome,553232719,240986
The Beach Boys - Wouldn't It Be Nice,553019325,378347
T.I. - Live Your Life,552812799,210353
Calvin Harris - Under Control,552514343,462659
Lil Nas X - HOLIDAY,552509239,80776
Chino Pacas - El Gordo Trae El Mando,552243112,700623
Dua Lipa - Blow Your Mind (Mwah),552101664,166888
DJ Luian - Verte Ir,552086973,112848
Pop Smoke - Invincible,551959900,246426
Nicki Minaj - Super Freaky Girl,551582235,258622
Taiu - Rara Vez,551472666,829011
Drake - The Motto,551452605,214720
Imanbek - Belly Dancer,551359222,485037
Tame Impala - Let It Happen,551264780,409007
Lil Tecca - Love Me,551196925,288407
Joji - worldstar money (interlude),551010409,316942
Bob Marley & The Wailers - Jamming,550706313,445031
Ziv Zaifman - A Million Dreams,550684682,221586
50 Cent - Many Men (Wish Death),550614277,442766
Selena Gomez - Kill Em With Kindness,550567544,59575
Keyshia Cole - Love,549811944,591881
Simon & Garfunkel - The Sound of Silence,549644238,277428
XXXTENTACION - Carry On,549479664,180120
Nick Jonas - Close,549078464,88749
The Weeknd - In The Night,548963337,174523
MØ - Final Song,548784848,54603
Bishop Briggs - River,548460341,185614
Sebastian Yatra - No Hay Nadie Más,548362165,241656
DJ Snake - Turn Down for What,548347315,136339
Nicky Jam - Te Robaré,547944005,71855
Sam Cooke - (What A) Wonderful World,547565528,253490
George Michael - Faith,547531952,267558
Daniel Caesar - Japanese Denim,547140421,279794
Jessie J - Flashlight,546934317,119301
The Righteous Brothers - Unchained Melody,546754262,421211
A Boogie Wit da Hoodie - My Shit,546508881,249707
Marshmello - One Thing Right,546401241,162575
Tiësto - 10:35,546311162,778965
Ozuna - Síguelo Bailando,546273704,155900
Lizzy McAlpine - ceilings,546139019,537887
John Mayer - Free Fallin',545893047,121552
MARINA - Bubblegum Bitch,545834579,299532
DJ Khaled - GREECE,545813771,145199
Alan Walker - All Falls Down,545329932,98630
NewJeans - Hype Boy,545188051,492364
The Chainsmokers - Who Do You Love,544975305,73174
Bad Bunny - Después de la Playa,544930955,244275
t.A.T.u. - All The Things She Said,544840767,287756
Katy Perry - Part Of Me,544635397,365563
Lauren Daigle - You Say,544284856,182276
Super Yei - La Forma en Que Me Miras,544013333,282946
Radiohead - Karma Police,543848154,351872
The Killers - Human,543675597,268622
Ariana Grande - pov,543591652,245483
Travis Scott - I KNOW ?,543391998,1189918
Dave - Location,543319487,271130
Sean Paul - Get Busy,542189905,397201
Céline Dion - My Heart Will Go On,541607253,249511
Logic - Everyday,541548621,63607
Justin Bieber - Boyfriend,541494891,320509
Jessie J - Domino,540712942,457007
Vundabar - Alien Blues,540672521,478925
Soda Stereo - De Música Ligera,540392419,551623
Nickelback - Rockstar,540344099,289140
Twenty One Pilots - Tear in My Heart,539820490,203329
Taylor Swift - Bejeweled,539708154,398067
SZA - The Weekend,539698731,231649
Ryan Castro - Jordan,539597243,407244
Amy Winehouse - Rehab,539523335,335342
NLE Choppa - Camelot,539416198,273863
Roddy Ricch - High Fashion,539333870,140476
2Pac - Changes,539162177,241153
Bad Bunny - Un Coco,539022753,511206
Kygo - Stargazing,538900285,68004
House Of Pain - Jump Around,538667006,375037
Danny Ocean - Fuera del mercado,537857914,264406
Trippie Redd - Miss The Rage,537790624,235235
Pearl Jam - Alive,536940103,231750
Aminé - REEL IT IN,536908579,94043
Marshmello - El Merengue,536579297,981697
Rauw Alejandro - 2/Catorce,536557899,169171
Nelly - Hot In Herre,536408391,388659
Ed Sheeran - Give Me Love,536358740,111480
Troye Sivan - Angel Baby,536263957,316522
Christina Perri - jar of hearts,536231977,149788
BLACKPINK - BOOMBAYAH,536068460,192320
XXXTENTACION - BAD!,535835305,312830
Limp Bizkit - Rollin' (Air Raid Vehicle),535661470,432636
The Ronettes - Sleigh Ride,535600838,8690
Sophie Ellis-Bextor - Murder On The Dancefloor,535459203,919764
Black Eyed Peas - Just Can’t Get Enough,535171600,488127
Cults - Always Forever,535076063,411774
SHAED - Trampoline,534185524,111703
Lil Wayne - Mirror,534150647,229641
Selena Gomez - The Heart Wants What It Wants,533530168,145776
OneRepublic - Lose Somebody,533483008,113715
Shania Twain - You're Still The One,533434716,390822
The Strokes - Reptilia,533074723,445480
Labrinth - All For Us,532680141,246926
Deep Purple - Smoke On The Water,532640633,229822
Lil Wayne - Lollipop,532469377,285195
Lizzo - Juice,532148141,132272
Robbie Williams - Angels,531952284,253576
"Ciara - One, Two Step",531872963,244694
Harry Styles - Kiwi,531446405,112281
Green Day - When I Come Around,531349346,415918
Alexander 23 - IDK You Yet,530622374,181349
Timmy Trumpet - Freaks,530568121,199629
Metallica - The Unforgiven (Remastered),530430738,296315
Bon Jovi - Always,530394878,326273
Black Eyed Peas - GIRL LIKE ME,530328552,110791
Kylie Minogue - Can't Get You out of My Head,530203195,639337
Xavi - La Víctima,529990760,883802
Martin Garrix - Ocean,529872444,71103
Mac DeMarco - For the First Time,529835927,552238
Backstreet Boys - Everybody (Backstreet's Back),529796085,487056
Camila Cabello - Shameless,529564464,582436
Brent Faiyaz - Trust,529192222,308067
Rita Ora - Anywhere,528909264,56138
Shakira - Can't Remember to Forget You,528770828,308266
Luke Combs - Fast Car,528759953,1078070
Rita Ora - Let You Love Me,528445101,79808
Black Eyed Peas - MAMACITA,528368614,88248
Kendrick Lamar - Poetic Justice,528314516,337454
The Human League - Don't You Want Me,528222277,307394
Daddy Yankee - La Rompe Corazones,527494212,141518
Alec Benjamin - Water Fountain,527455868,200925
Logic - Homicide,527427798,138851
Ingratax - París,527151637,223991
Ozuna - El Farsante,527065136,237249
TV Girl - Cigarettes out the Window,526973494,883111
Lana Del Rey - Cinnamon Girl,526792088,663581
Mon Laferte - Tu Falta De Querer,526740916,417455
Lana Del Rey - Diet Mountain Dew,525853020,724158
Aqua - Barbie Girl,525851428,377461
FISHER - Losing It,525647819,203171
A$AP Rocky - L$D,525629748,137058
Loreen - Tattoo,525547280,778690
"Mobb Deep - Shook Ones, Pt. II",525529872,272072
Playboi Carti - wokeuplikethis*,525223571,138750
Pop Smoke - Element,525210299,215178
James Arthur - Falling Like The Stars,525190243,138504
Billie Eilish - my boy,524827955,164462
Eminem - Sing For The Moment,524396443,331807
J Balvin - Ginza,524385416,401931
Selena Gomez - Fetish,524194114,235060
Evanescence - My Immortal,523857408,218646
Quality Control - Baby,523834451,194209
Nate Dogg - Regulate (J. Period Remix),523626167,263381
Post Malone - Feeling Whitney,523548788,149124
ThxSoMch - SPIT IN MY FACE!,523485829,489684
Mumford & Sons - The Cave,523230257,143063
Rihanna - What's My Name?,523196234,317894
Christian Nodal - De Los Besos Que Te Di,523039429,541046
Morat - No Se Va,522984609,416166
Various Artists -,522565428,304882
Lana Del Rey - Say Yes To Heaven,522494695,1001148
Kenny Loggins - Danger Zone,522392270,362207
Katy Perry - Harleys In Hawaii,522217013,299054
Demi Lovato - Stone Cold,522079789,61673
Trueno - Mamichula,521738735,675705
Pia Mia - Do It Again,521649243,136631
Pitbull - International Love,521522502,379978
George Harrison - My Sweet Lord (2014 Remaster),521271482,214243
Warren G - Regulate,521141181,246410
Rels B - cómo dormiste?,520961379,412678
José González - Heartbeats,520634004,216181
Ava Max - My Head & My Heart,520596372,267462
Lil Jon & The East Side Boyz - Get Low,520531118,271288
Wolfine - Bella,520425449,80555
Slipknot - Before I Forget,520358517,314754
Pritam - Kesariya,520200343,332307
Bad Bunny - Otra Noche en Miami,520102186,229774
System Of A Down - Aerials,519953103,382863
Twenty One Pilots - Chlorine,519700076,176320
Camila Cabello - Crying in the Club,519693929,81981
Armin van Buuren - Blah Blah Blah,519394264,167554
Starship - We Built This City,519328507,251555
Lady Gaga - Bloody Mary,519210825,385404
The Living Tombstone - My Ordinary Life,519113406,289104
Coyote Theory - This Side of Paradise,518953835,339611
The Neighbourhood - Reflections,518868051,601547
Chris Rea - Driving Home for Christmas,518741743,8959
Eminem - Shake That,518710621,311571
David Guetta - Baby Don’t Hurt Me,518617125,1114087
Trippie Redd - 1400 / 999 Freestyle,518463615,120644
Zach Bryan - Heading South,518297115,1218405
Kane Brown - What Ifs,518055938,159390
Fuerza Regida - Ch y la Pizza,517947128,708806
Frank Ocean - White Ferrari,517927299,552993
Doja Cat - Agora Hills,517064653,819799
"Tyler, The Creator - BEST INTEREST",516860022,846966
Dua Lipa - We're Good,516651478,109555
Steve Aoki - Just Hold On,516584640,39958
Juice WRLD - Black & White,516494474,154891
The Pointer Sisters - I'm So Excited,516472376,398480
Rihanna - Kiss It Better,516449885,470368
Bakar - Hell N Back,516364677,454479
Piso 21 - Me Llamas,516219736,83663
JAY-Z - Run This Town,516018442,372546
Ramz - Barking,515817953,135869
Travis Scott - 5% TINT,514878945,310435
Kanye West - Ghost Town,514784430,274401
Quevedo - VISTA AL MAR,514769386,264299
Zedd - Happy Now,514649128,50967
Liana Flores - rises the moon,514514244,554545
Childish Gambino - Les,514366886,604915
Myke Towers - Si Se Da,514217877,228747
Chuck Berry - Johnny B. Goode,513666643,439445
Little Mix - Woman Like Me,513363274,77100
Hozier - Someone New,513320102,377444
Calvin Harris - Sweet Nothing,512944443,392771
Fuerza Regida - SABOR FRESA,512873278,1188245
David Guetta - This One's for You,512806916,419418
Dire Straits - Money For Nothing,512459318,329164
Tory Lanez - Say It,512381444,243151
Billie Eilish - my strange addiction,512281403,225490
Ricky Montgomery - Mr. Loverman,511999496,467138
Daddy Yankee - Limbo,511745678,337169
Doja Cat - Like That,511671845,164359
Sum 41 - In Too Deep,511662740,257909
XXXTENTACION - NUMB,511468077,151328
Billie Eilish - COPYCAT,511430974,163238
Joel Corry - OUT OUT,511398796,235264
Dan + Shay - Speechless,511337519,137662
Andy Grammer - Don't Give Up On Me,511265785,360046
Ashnikko - Daisy,510548402,145229
Run–D.M.C. - Walk This Way,510543193,230359
Michael Jackson - Rock with You,509881499,385320
Sabrina Carpenter - Feather,509845204,2375825
"Four Tops - I Can't Help Myself (Sugar Pie, Honey Bunch)",509815246,261183
Jonas Brothers - Only Human,509611671,121648
Bad Bunny - Soy Peor,509407633,171283
Norah Jones - Don't Know Why,509322609,215813
$uicideboy$ - Paris,509294676,277189
Mary J. Blige - Family Affair,509234540,401189
Ozuna - Caramelo,508824812,71172
Post Malone - Chemical,508733370,609005
Romeo Santos - Imitadora,508730160,482875
Eric Carmen - Hungry Eyes,508618625,427417
BROCKHAMPTON - SUGAR,508374049,91262
Selena Gomez - Bad Liar,508278442,63078
Madison Beer - Reckless,508137587,361966
Morgan Wallen - More Than My Hometown,508135532,589765
LISA - LALISA,507906583,564237
DJ Snake - You Know You Like It,507419932,153673
David Bowie - Starman,507328566,455634
Cigarettes After Sex - Cry,507257417,791862
Lil Skies - Nowadays,507205958,78975
Juice WRLD - Let Me Know (I Wonder Why Freestyle),506939450,331038
Justin Timberlake - Say Something,506719086,112531
Two Feet - I Feel Like I'm Drowning,506585148,303298
Rex Orange County - Loving Is Easy,506326613,106203
Norman Greenbaum - Spirit In The Sky,506321472,225989
Jonas Brothers - What A Man Gotta Do,506281810,101260
Ariana Grande - Everyday,505959899,249713
Rvssian - Nostálgico,505925076,195986
Reik - Ya Me Enteré,505843503,258001
Harry Styles - Matilda,505741308,291928
Billie Eilish - bitches broken hearts,505595991,188503
Dua Lipa - Houdini,505484667,1337616
Talking Heads - Psycho Killer,505434840,390208
Lil Wayne - 6 Foot 7 Foot,504777315,181944
Yiruma - River Flows In You,504769047,161150
Third Eye Blind - Semi-Charmed Life,504663550,279396
Kanye West - All Mine,504645884,193400
Reik - Amigos Con Derechos,504381764,136739
Carolina Gaitán - La Gaita - We Don't Talk About Bruno,504362031,197585
David Bowie - Heroes,504323954,197672
Linkin Park - Somewhere I Belong,504269725,535819
Drake - Started From the Bottom,503930880,122146
Ella Mai - Trip,503562486,139624
Kygo - Happy Now,503505643,68477
Spin Doctors - Two Princes,503481663,353664
Elle King - Ex's & Oh's,503270355,163238
Peter Bjorn and John - Young Folks,503156488,340716
Pop Smoke - Got It On Me,503105574,197645
Duki - She Don't Give a Fo,503079291,269973
Bad Bunny - Un Ratito,503038411,262388
Chance the Rapper - No Problem,502784826,68141
Beyoncé - Partition,502615483,136040
Ozuna - Tú Foto,502446470,202519
King Von - Took Her To The O,502407438,487292
SAYGRACE - You Don't Own Me,502289654,272601
Polo G - 21,502155260,133568
Bob Marley & The Wailers - One Love / People Get Ready,502102407,369421
Kid Cudi - Mr. Rager,502094340,352364
Belinda Carlisle - Heaven Is A Place On Earth,501985266,394804
Fuerza Regida - TQM,501924291,446073
Imanbek - Belly Dancer,501844905,489688
Unknown - Young Folks,501735037,336051
T.I. - Whatever You Like,501718338,174018
Pink Floyd - Money,501666871,182499
Drake - Energy,501575577,105031
The Fray - You Found Me,501563142,191112
Etta James - At Last,501493095,226790
Aventura - Obsesion,501466506,446462
Kesha - Praying,501445886,72349
Cochise - Tell Em,501434888,221011
Blondie - Call Me,501333211,361925
Linkin Park - Papercut,501212152,468313
The Red Jumpsuit Apparatus - Face Down,500842545,249657
Shakira - Monotonía,500840716,197120
Taylor Swift - End Game,500601210,217837
Keane - Everybody's Changing,500560224,353072
BTS - Spring Day,500346138,246002
Camila Cabello - Don't Go Yet,500329983,143212
Ginuwine - Pony,500295005,188286
Luniz - I Got 5 On It,500216972,280171
Vance Joy - Mess Is Mine,499936532,323290
Nelly - Just A Dream,499729139,225845
Lady Gaga - Judas,499620240,873256
Calibre 50 - Si Te Pudiera Mentir,499527822,235199
Selena Gomez & The Scene - Who Says,499499388,236475
Nat King Cole - The Christmas Song (Merry Christmas To You),499360466,12927
"Dean Martin - Rudolph, The Red-Nosed Reindeer",499360466,12927
Bing Crosby - I Wish You A Merry Christmas,499309389,13016
Nat King Cole Trio - The Christmas Song (Merry Christmas To You),499257046,13139
Chris Brown - Forever,499158202,337771
Roy Woods - Drama,498965819,124961
Eminem - When I'm Gone,498955110,174284
Miguel - Girl With The Tattoo Enter.lewd,498819724,939748
Mura Masa - Love$ick,498789295,128574
Daft Punk - Get Lucky,498572169,203880
Daya - Hide Away,498414041,533465
DVRST - Close Eyes,498251130,239054
Korn - Freak On a Leash,498231738,321654
Ellie Goulding - On My Mind,498222558,73305
Billie Eilish - Happier Than Ever,498166044,130310
NLE Choppa - Shotta Flow,498073933,190584
Mac DeMarco - Heart To Heart,498018702,675265
Niall Horan - Too Much To Ask,498014968,59085
Calvin Harris - I Need Your Love,497899218,187433
Billy Joel - We Didn't Start the Fire,497661273,306021
Pablo Alborán - Saturno,497552562,262352
Drake - Don’t Matter To Me,497425739,90690
Ariana Grande - motive,497109419,240029
The Smiths - This Charming Man,496946344,389287
Harry Styles - Fine Line,496884270,295399
Matt Simons - Catch & Release,496656023,221268
Drowning Pool - Bodies,496610990,266515
Carly Rae Jepsen - I Really Like You,496475680,95012
John Mayer - Slow Dancing in a Burning Room,496450490,192097
KAROL G - X SI VOLVEMOS,496425800,592986
Michael Jackson - Don't Stop 'Til You Get Enough,496364896,239651
Christian Nodal - No Te Contaron Mal,496283684,412963
Tame Impala - Feels Like We Only Go Backwards,496269954,271194
mgk - I Think I'm OKAY,496155272,147282
HVME - Goosebumps,496107991,97459
Sebastian Yatra - Chica Ideal,496080146,121526
Hozier - Cherry Wine,496008073,161837
Sufjan Stevens - Mystery of Love,495941387,217117
Romeo Santos - Bella y Sensual,495913533,157487
Paul McCartney - Wonderful Christmastime,495858738,5986
Juice WRLD - Empty,495846871,176414
Weezer - Say It Ain't So,495806202,325486
The Notorious B.I.G. - Mo Money Mo Problems,495535609,219766
Justin Bieber - Confident,495164692,382609
Stromae - Papaoutai,495160594,215561
NF - If You Want Love,495139716,143462
Steve Miller Band - The Joker,494892430,229084
Eslabon Armado - Jugaste y Sufrí,494709552,248683
Clairo - Bubble Gum,493876345,271856
Kane Brown - Heaven,493697865,135996
Melanie Martinez - Pacify Her,493683766,391517
Michael Bublé - Feeling Good,493115626,261365
Savage Garden - Truly Madly Deeply,493035012,245146
Calboy - Envy Me,492990029,56874
"Grover Washington, Jr. - Just the Two of Us",492768789,243022
Red Hot Chili Peppers - By the Way,492629939,263227
Nacho - Báilame,492565279,141455
IAmChino - Ay Mi Dios,492512009,103202
Lil Peep - beamer boy,492423312,198121
The Beatles - Twist And Shout,492418961,515951
Bobby Shmurda - Hot N*gga,492388704,114377
Ayo & Teo - Rolex,492181959,91556
León Larregui - Brillas,492128437,377874
Social House - Magic In The Hamptons,492073644,184445
The Weeknd - Acquainted,491889883,153897
J Balvin - Azul,490756905,117803
Jack Johnson - Upside Down,490668302,493900
Eric Clapton - Wonderful Tonight,490402254,211574
"Olivia Rodrigo - 1 step forward, 3 steps back",490282433,362012
Chase Atlantic - Into It,490216307,575069
Camila Cabello - Liar,490057475,70201
Camilo - Favorito,489607347,92447
Andy Grammer - Fresh Eyes,489565627,90011
SLANDER - Love Is Gone,489492321,275826
The Kid LAROI - GO,489301279,117612
Shakira - La Tortura,489166359,318949
Xmas Classics - The Christmas Song (Merry Christmas to You),489150963,11417
G-Eazy - I Mean It,489132136,82538
Elvis Presley - Jailhouse Rock,489084064,489585
Various Artists - Jailhouse Rock (from Jailhouse Rock),489084064,547306
NEIKED - Better Days,489060423,203482
J. Cole - Neighbors,489039307,108805
salvia palth - i was all over her,488818289,687036
The Police - Message In A Bottle,488778043,361124
Galantis - Heartbreak Anthem,488618330,160042
Kid Rock - All Summer Long,488415408,343194
Carly Simon - You're So Vain,488271543,258423
Meghan Trainor - Me Too,488215472,177914
Famous Dex - JAPAN,488192851,48997
"Lauv - fuck, i'm lonely",488066447,49341
Rammstein - Sonne,487536971,596499
Fools Garden - Lemon Tree,487500627,299750
OneRepublic - I Lived,487441368,310392
Jubël - Dancing In The Moonlight,487291314,218378
"Frankie Valli & The Four Seasons - December, 1963 (Oh What a Night!)",487210313,252037
Taylor Swift - my tears ricochet,487000663,467748
Baby Bash - Suga Suga,486809729,221961
Mark Ronson - Valerie,486252455,775745
Metallica - For Whom The Bell Tolls (Remastered),486248375,408284
girl in red - i wanna be your girlfriend,486158690,208129
J Balvin - Morado,486143223,90505
KISS - Rock And Roll All Nite,485989000,230778
Vance Joy - Georgia,485961459,122952
J Balvin - In Da Getto,485804630,178010
"Tame Impala - New Person, Same Old Mistakes",485715098,331219
YNW Melly - 223's,485691154,127514
Billie Eilish - Six Feet Under,485622993,155284
Joy Again - Looking Out for You,485564074,462094
Matt Sassari - Give It To Me,485213778,947492
Twenty One Pilots - Car Radio,485161347,105119
Vegedream - Ramenez la coupe à la maison,485159848,288627
Jordin Sparks - No Air,485092093,216525
Jeremy Zucker - all the kids are depressed,485061356,87656
Gala - Freed From Desire,484975091,556872
Alex Rose - Toda (Remix),484793355,295621
Bing Crosby - White Christmas,484733714,42128
Piso 21 - Te Amo,484666482,139898
Future - Fine China,484620691,93720
The Turtles - Happy Together,484540324,261663
Black Sabbath - Iron Man (2009,484291138,249245
Blind Melon - No Rain,484245947,207860
Hillsong UNITED - Oceans (Where Feet May Fail),484233063,221845
Banda MS de Sergio Lizárraga - El Color de Tus Ojos,484150425,353597
Bad Bunny - MONACO,484140967,651895
Jeremih - Birthday Sex,483829491,271926
21 Savage - No Heart,483813230,115484
2 Chainz - It's A Vibe,483563557,67287
Bob Marley & The Wailers - Buffalo Soldier,483453335,242240
Kaash Paige - Love Songs,483177016,557342
Grupo Frontera - EL AMOR DE SU VIDA,482932987,917450
Jhené Aiko - Sativa,482861498,383230
Alien Ant Farm - Smooth Criminal,482638999,277650
Juice WRLD - Hide,482556075,168233
Joel Corry - BED,482338467,197144
Alicia Keys - Fallin',482155351,228484
Paramore - Ain't It Fun,481570986,207242
Enrique Iglesias - Cuando Me Enamoro,481568247,385332
Destiny's Child - Survivor,481508482,175712
Tina Turner - What's Love Got to Do with It,481467568,237493
Sublime - What I Got,481231609,425533
Bryson Tiller - Right My Wrongs,481016556,284004
Bad Bunny - Solo de Mi,481001620,107261
Ludovico Einaudi - Experience,480983549,314171
Los Ángeles Azules - Nunca Es Suficiente,480730156,234615
JVKE - this is what falling in love feels like,480608679,338490
Lil Uzi Vert - Sanguine Paradise,480051104,82257
Taylor Swift - Cruel Summer,2216869138,3276212
Arctic Monkeys - I Wanna Be Yours,2210319883,2432778
J Balvin - In Da Getto,485804630,178010
"Tame Impala - New Person, Same Old Mistakes",485715098,331219
